언론사,섹션,발행시각,제목,URL
SBS,세계,2026-09-24 11:25,"일본-우즈벡 피한 이민성호, 김상식 없는 베트남과 8강 격돌",https://n.news.naver.com/article/055/0001390873
SBS,사회,2026-09-24 11:24,경기 고양시 북한산 사찰 창고·숙소서 불…진화 작업 중,https://n.news.naver.com/article/055/0001390872
SBS,세계,2026-09-24 11:23,"한국 정구, 32년 만에 첫 '노골드'…동메달 3개로 마무리",https://n.news.naver.com/article/055/0001390871
한국경제,정치,2026-09-24 11:22,"[속보] 野유용원 ""우크라 北 포로 며칠전 韓 도착…입국사실 파악""",https://n.news.naver.com/article/015/0005335885
한국경제,정치,2026-09-24 11:21,"[속보] 북한 외무상 ""핵보유 의지 백년·천년 지나도 절대불변""",https://n.news.naver.com/article/015/0005335884
SBS,정치,2026-09-24 11:21,"이 대통령, 멕시코 도착…16년 만의 국빈방문",https://n.news.naver.com/article/055/0001390869
한국경제,정치,2026-09-24 11:20,"靑, '北 포로 한국행' 공개에 ""자유의사 존중 입장 견지해와""",https://n.news.naver.com/article/015/0005335883
SBS,사회,2026-09-24 11:20,카지노 정산 1억 직원 실수로 또 받아…1심 뒤집고 2심 유죄,https://n.news.naver.com/article/055/0001390868
SBS,세계,2026-09-24 11:19,"""9개월에 논문 200편이 가능해?""…미 교수 AI 활용에 학계 '충격'",https://n.news.naver.com/article/055/0001390867
SBS,세계,2026-09-24 11:18,"'시진핑 영접' 트럼프 ""위대한 지도자…지금은 위대한 순간""",https://n.news.naver.com/article/055/0001390865
SBS,사회,2026-09-24 11:18,"이 대통령, 멕시코 도착…국빈방문 일정 시작",https://n.news.naver.com/article/055/0001390866
SBS,정치,2026-09-24 11:16,"[자막뉴스] 젤렌스키 ""북한군 포로 2명, 한국 보냈다""…정부, 사실상 확인",https://n.news.naver.com/article/055/0001390864
SBS,세계,2026-09-24 11:14,"미국 베선트 ""미중 무역 휴전 2개월 연장 합의…내년 1월 10일까지""",https://n.news.naver.com/article/055/0001390863
한국경제,정치,2026-09-24 11:13,"李 대통령, 멕시코 도착…16년만 국빈 방문 일정 시작",https://n.news.naver.com/article/015/0005335882
매일경제,정치,2026-09-24 11:12,[속보] 北외무상 “핵보유 의지는 백년·천년이 지나도 절대불변”,https://n.news.naver.com/article/009/0005739778
SBS,정치,2026-09-24 11:12,"[속보] 북 외무상 ""핵보유 의지는 백년·천년이 지나도 절대불변""",https://n.news.naver.com/article/055/0001390862
